date,word,frequency
05/23/00,immigrant,5
05/23/00,drug,32
05/23/00,israel,0
05/23/00,euro,9
05/23/00,stock,83
05/23/00,deng,0
05/23/00,missile,2
05/23/00,lehrer,0
05/23/00,jones,0
05/23/00,company,131
05/23/00,walker,0
05/15/00,debate,20
05/15/00,defense,16
05/15/00,print,22
05/15/00,judge,7
05/15/00,planet,0
05/15/00,game,167
05/15/00,lazio,0
05/15/00,convention,15
05/15/00,china,0
05/15/00,clancy,0
05/15/00,voter,30
05/15/00,cardenas,0
05/15/00,fund,22
05/15/00,party,47
05/15/00,river,20
05/15/00,gore,0
05/15/00,doughnut,0
05/15/00,campaign,117
05/15/00,plan,80
05/15/00,tire,34
05/15/00,mccain,0
05/15/00,carbon,0
05/15/00,speech,15
05/15/00,pressman,0
05/15/00,bush,0
05/15/00,tax,15
05/15/00,cut,155
05/15/00,bill,66
05/15/00,delegate,4
05/15/00,knicks,0
05/15/00,lieberman,0
05/15/00,statue,0
05/15/00,teacher,4
05/15/00,mets,2
05/15/00,cheney,0
05/15/00,clinton,0
05/15/00,school,32
05/15/00,airline,4
05/15/00,oil,11
05/15/00,immigrant,1
05/15/00,drug,55
05/15/00,israel,0
05/15/00,euro,3
05/15/00,stock,21
05/15/00,deng,0
05/15/00,missile,0
05/15/00,lehrer,0
05/15/00,jones,0
05/15/00,company,108
05/15/00,walker,0
05/12/00,debate,25
05/12/00,defense,32
05/12/00,print,30
05/12/00,judge,43
05/12/00,planet,10
05/12/00,game,103
05/12/00,lazio,0
05/12/00,convention,21
05/12/00,china,1
05/12/00,clancy,0
05/12/00,voter,29
05/12/00,cardenas,0
05/12/00,fund,23
05/12/00,party,31
05/12/00,river,34
05/12/00,gore,3
05/12/00,doughnut,2
05/12/00,campaign,49
05/12/00,plan,147
05/12/00,tire,70
05/12/00,mccain,0
05/12/00,carbon,0
05/12/00,speech,13
05/12/00,pressman,0
05/12/00,bush,14
05/12/00,tax,23
05/12/00,cut,175
05/12/00,bill,106
05/12/00,delegate,4
05/12/00,knicks,0
05/12/00,lieberman,0
05/12/00,statue,4
05/12/00,teacher,27
05/12/00,mets,1
05/12/00,cheney,0
05/12/00,clinton,0
05/12/00,school,107
05/12/00,airline,8
05/12/00,oil,54
05/12/00,immigrant,7
05/12/00,drug,100
05/12/00,israel,2
05/12/00,euro,28
05/12/00,stock,60
05/12/00,deng,0
05/12/00,missile,32
05/12/00,lehrer,0
05/12/00,jones,0
05/12/00,company,133
05/12/00,walker,2
05/13/00,debate,14
05/13/00,defense,23
05/13/00,print,7
05/13/00,judge,30
05/13/00,planet,0
05/13/00,game,100
05/13/00,lazio,0
05/13/00,convention,13
05/13/00,china,0
05/13/00,clancy,0
05/13/00,voter,13
05/13/00,cardenas,0
05/13/00,fund,18
05/13/00,party,33
05/13/00,river,15
05/13/00,gore,0
05/13/00,doughnut,0
05/13/00,campaign,45
05/13/00,plan,148
05/13/00,tire,45
05/13/00,mccain,0
05/13/00,carbon,0
05/13/00,speech,13
05/13/00,pressman,0
05/13/00,bush,2
05/13/00,tax,16
05/13/00,cut,152
05/13/00,bill,64
05/13/00,delegate,10
05/13/00,knicks,0
05/13/00,lieberman,0
05/13/00,statue,0
05/13/00,teacher,10
05/13/00,mets,0
05/13/00,cheney,0
05/13/00,clinton,0
05/13/00,school,36
05/13/00,airline,6
05/13/00,oil,22
05/13/00,immigrant,5
05/13/00,drug,44
05/13/00,israel,0
05/13/00,euro,5
05/13/00,stock,28
05/13/00,deng,0
05/13/00,missile,8
05/13/00,lehrer,0
05/13/00,jones,0
05/13/00,company,130
05/13/00,walker,0
05/14/00,debate,26
05/14/00,defense,40
05/14/00,print,59
05/14/00,judge,69
05/14/00,planet,23
05/14/00,game,202
05/14/00,lazio,0
05/14/00,convention,22
05/14/00,china,9
05/14/00,clancy,0
05/14/00,voter,25
05/14/00,cardenas,0
05/14/00,fund,137
05/14/00,party,88
05/14/00,river,71
05/14/00,gore,2
05/14/00,doughnut,1
05/14/00,campaign,105
05/14/00,plan,509
05/14/00,tire,214
05/14/00,mccain,0
05/14/00,carbon,2
05/14/00,speech,26
05/14/00,pressman,0
05/14/00,bush,15
05/14/00,tax,190
05/14/00,cut,479
05/14/00,bill,147
05/14/00,delegate,2
05/14/00,knicks,0
05/14/00,lieberman,0
05/14/00,statue,15
05/14/00,teacher,82
05/14/00,mets,3
05/14/00,cheney,0
05/14/00,clinton,0
05/14/00,school,323
05/14/00,airline,11
05/14/00,oil,145
05/14/00,immigrant,34
05/14/00,drug,80
05/14/00,israel,2
05/14/00,euro,59
05/14/00,stock,172
05/14/00,deng,0
05/14/00,missile,0
05/14/00,lehrer,0
05/14/00,jones,0
05/14/00,company,305
05/14/00,walker,6
05/22/00,debate,17
05/22/00,defense,22
05/22/00,print,21
05/22/00,judge,6
05/22/00,planet,0
05/22/00,game,147
05/22/00,lazio,0
05/22/00,convention,12
05/22/00,china,0
05/22/00,clancy,0
05/22/00,voter,30
05/22/00,cardenas,0
05/22/00,fund,38
05/22/00,party,30
05/22/00,river,28
05/22/00,gore,5
05/22/00,doughnut,0
05/22/00,campaign,76
05/22/00,plan,101
05/22/00,tire,49
05/22/00,mccain,0
05/22/00,carbon,0
05/22/00,speech,21
05/22/00,pressman,0
05/22/00,bush,7
05/22/00,tax,22
05/22/00,cut,149
05/22/00,bill,85
05/22/00,delegate,3
05/22/00,knicks,0
05/22/00,lieberman,0
05/22/00,statue,3
05/22/00,teacher,9
05/22/00,mets,0
05/22/00,cheney,0
05/22/00,clinton,0
05/22/00,school,48
05/22/00,airline,0
05/22/00,oil,8
05/22/00,immigrant,0
05/22/00,drug,44
05/22/00,israel,0
05/22/00,euro,1
05/22/00,stock,31
05/22/00,deng,0
05/22/00,missile,3
05/22/00,lehrer,0
05/22/00,jones,0
05/22/00,company,104
05/22/00,walker,0
05/25/00,debate,54
05/25/00,defense,48
05/25/00,print,42
05/25/00,judge,59
05/25/00,planet,3
05/25/00,game,120
05/25/00,lazio,0
05/25/00,convention,9
05/25/00,china,2
05/25/00,clancy,0
05/25/00,voter,15
05/25/00,cardenas,0
05/25/00,fund,29
05/25/00,party,38
05/25/00,river,14
05/25/00,gore,0
05/25/00,doughnut,0
05/25/00,campaign,110
05/25/00,plan,198
05/25/00,tire,78
05/25/00,mccain,0
05/25/00,carbon,2
05/25/00,speech,12
05/25/00,pressman,0
05/25/00,bush,5
05/25/00,tax,84
05/25/00,cut,206
05/25/00,bill,223
05/25/00,delegate,1
05/25/00,knicks,0
05/25/00,lieberman,0
05/25/00,statue,0
05/25/00,teacher,34
05/25/00,mets,0
05/25/00,cheney,0
05/25/00,clinton,0
05/25/00,school,124
05/25/00,airline,70
05/25/00,oil,36
05/25/00,immigrant,26
05/25/00,drug,18
05/25/00,israel,0
05/25/00,euro,8
05/25/00,stock,85
05/25/00,deng,0
05/25/00,missile,19
05/25/00,lehrer,0
05/25/00,jones,0
05/25/00,company,149
05/25/00,walker,1
10/03/00,debate,127
10/03/00,defense,29
10/03/00,print,12
10/03/00,judge,39
10/03/00,planet,4
10/03/00,game,163
10/03/00,lazio,0
10/03/00,convention,14
10/03/00,china,1
10/03/00,clancy,0
10/03/00,voter,40
10/03/00,cardenas,0
10/03/00,fund,25
10/03/00,party,28
10/03/00,river,35
10/03/00,gore,0
10/03/00,doughnut,0
10/03/00,campaign,121
10/03/00,plan,171
10/03/00,tire,77
10/03/00,mccain,0
10/03/00,carbon,20
10/03/00,speech,11
10/03/00,pressman,0
10/03/00,bush,7
10/03/00,tax,87
10/03/00,cut,208
10/03/00,bill,157
10/03/00,delegate,0
10/03/00,knicks,0
10/03/00,lieberman,0
10/03/00,statue,1
10/03/00,teacher,10
10/03/00,mets,2
10/03/00,cheney,0
10/03/00,clinton,0
10/03/00,school,54
10/03/00,airline,5
10/03/00,oil,93
10/03/00,immigrant,3
10/03/00,drug,54
10/03/00,israel,0
10/03/00,euro,9
10/03/00,stock,72
10/03/00,deng,0
10/03/00,missile,7
10/03/00,lehrer,0
10/03/00,jones,0
10/03/00,company,135
10/03/00,walker,1
10/04/00,debate,157
10/04/00,defense,30
10/04/00,print,14
10/04/00,judge,37
10/04/00,planet,1
10/04/00,game,140
10/04/00,lazio,0
10/04/00,convention,5
10/04/00,china,1
10/04/00,clancy,0
10/04/00,voter,61
10/04/00,cardenas,0
10/04/00,fund,76
10/04/00,party,30
10/04/00,river,31
10/04/00,gore,0
10/04/00,doughnut,0
10/04/00,campaign,111
10/04/00,plan,245
10/04/00,tire,70
10/04/00,mccain,0
10/04/00,carbon,1
10/04/00,speech,14
10/04/00,pressman,0
10/04/00,bush,7
10/04/00,tax,144
10/04/00,cut,261
10/04/00,bill,136
10/04/00,delegate,3
10/04/00,knicks,0
10/04/00,lieberman,0
10/04/00,statue,0
10/04/00,teacher,43
10/04/00,mets,2
10/04/00,cheney,0
10/04/00,clinton,0
10/04/00,school,189
10/04/00,airline,18
10/04/00,oil,140
10/04/00,immigrant,9
10/04/00,drug,121
10/04/00,israel,0
10/04/00,euro,5
10/04/00,stock,60
10/04/00,deng,0
10/04/00,missile,2
10/04/00,lehrer,0
10/04/00,jones,0
10/04/00,company,144
10/04/00,walker,0
10/05/00,debate,236
10/05/00,defense,29
10/05/00,print,21
10/05/00,judge,21
10/05/00,planet,1
10/05/00,game,215
10/05/00,lazio,0
10/05/00,convention,10
10/05/00,china,0
10/05/00,clancy,0
10/05/00,voter,58
10/05/00,cardenas,0
10/05/00,fund,18
10/05/00,party,37
10/05/00,river,14
10/05/00,gore,1
10/05/00,doughnut,0
10/05/00,campaign,103
10/05/00,plan,163
10/05/00,tire,84
10/05/00,mccain,0
10/05/00,carbon,0
10/05/00,speech,18
10/05/00,pressman,2
10/05/00,bush,0
10/05/00,tax,160
10/05/00,cut,232
10/05/00,bill,168
10/05/00,delegate,2
10/05/00,knicks,0
10/05/00,lieberman,0
10/05/00,statue,1
10/05/00,teacher,65
10/05/00,mets,1
10/05/00,cheney,0
10/05/00,clinton,0
10/05/00,school,175
10/05/00,airline,11
10/05/00,oil,53
10/05/00,immigrant,9
10/05/00,drug,174
10/05/00,israel,0
10/05/00,euro,6
10/05/00,stock,69
10/05/00,deng,0
10/05/00,missile,5
10/05/00,lehrer,0
10/05/00,jones,0
10/05/00,company,146
10/05/00,walker,0
10/02/00,debate,115
10/02/00,defense,26
10/02/00,print,30
10/02/00,judge,14
10/02/00,planet,1
10/02/00,game,218
10/02/00,lazio,0
10/02/00,convention,27
10/02/00,china,2
10/02/00,clancy,0
10/02/00,voter,44
10/02/00,cardenas,0
10/02/00,fund,31
10/02/00,party,38
10/02/00,river,20
10/02/00,gore,3
10/02/00,doughnut,0
10/02/00,campaign,73
10/02/00,plan,118
10/02/00,tire,87
10/02/00,mccain,0
10/02/00,carbon,1
10/02/00,speech,19
10/02/00,pressman,0
10/02/00,bush,2
10/02/00,tax,83
10/02/00,cut,222
10/02/00,bill,84
10/02/00,delegate,1
10/02/00,knicks,0
10/02/00,lieberman,0
10/02/00,statue,4
10/02/00,teacher,15
10/02/00,mets,0
10/02/00,cheney,0
10/02/00,clinton,0
10/02/00,school,47
10/02/00,airline,4
10/02/00,oil,47
10/02/00,immigrant,3
10/02/00,drug,43
10/02/00,israel,0
10/02/00,euro,1
10/02/00,stock,18
10/02/00,deng,0
10/02/00,missile,0
10/02/00,lehrer,0
10/02/00,jones,0
10/02/00,company,117
10/02/00,walker,1
10/20/00,debate,60
10/20/00,defense,37
10/20/00,print,34
10/20/00,judge,35
10/20/00,planet,0
10/20/00,game,213
10/20/00,lazio,0
10/20/00,convention,24
10/20/00,china,1
10/20/00,clancy,0
10/20/00,voter,35
10/20/00,cardenas,0
10/20/00,fund,55
10/20/00,party,47
10/20/00,river,26
10/20/00,gore,0
10/20/00,doughnut,1
10/20/00,campaign,130
10/20/00,plan,189
10/20/00,tire,134
10/20/00,mccain,0
10/20/00,carbon,3
10/20/00,speech,28
10/20/00,pressman,0
10/20/00,bush,5
10/20/00,tax,220
10/20/00,cut,250
10/20/00,bill,212
10/20/00,delegate,0
10/20/00,knicks,0
10/20/00,lieberman,0
10/20/00,statue,1
10/20/00,teacher,24
10/20/00,mets,6
10/20/00,cheney,0
10/20/00,clinton,0
10/20/00,school,151
10/20/00,airline,9
10/20/00,oil,72
10/20/00,immigrant,13
10/20/00,drug,86
10/20/00,israel,0
10/20/00,euro,36
10/20/00,stock,112
10/20/00,deng,0
10/20/00,missile,3
10/20/00,lehrer,0
10/20/00,jones,0
10/20/00,company,196
10/20/00,walker,1
10/18/00,debate,136
10/18/00,defense,35
10/18/00,print,7
10/18/00,judge,33
10/18/00,planet,1
10/18/00,game,161
10/18/00,lazio,0
10/18/00,convention,5
10/18/00,china,0
10/18/00,clancy,0
10/18/00,voter,76
10/18/00,cardenas,0
10/18/00,fund,67
10/18/00,party,25
10/18/00,river,8
10/18/00,gore,0
10/18/00,doughnut,105
10/18/00,campaign,105
10/18/00,plan,284
10/18/00,tire,105
10/18/00,mccain,0
10/18/00,carbon,6
10/18/00,speech,23
10/18/00,pressman,0
10/18/00,bush,5
10/18/00,tax,212
10/18/00,cut,271
10/18/00,bill,228
10/18/00,delegate,4
10/18/00,knicks,0
10/18/00,lieberman,0
10/18/00,statue,1
10/18/00,teacher,80
10/18/00,mets,0
10/18/00,cheney,0
10/18/00,clinton,0
10/18/00,school,239
10/18/00,airline,3
10/18/00,oil,49
10/18/00,immigrant,5
10/18/00,drug,71
10/18/00,israel,0
10/18/00,euro,21
10/18/00,stock,65
10/18/00,deng,0
10/18/00,missile,6
10/18/00,lehrer,0
10/18/00,jones,0
10/18/00,company,123
10/18/00,walker,0
10/27/00,debate,28
10/27/00,defense,20
10/27/00,print,30
10/27/00,judge,29
10/27/00,planet,11
10/27/00,game,267
10/27/00,lazio,0
10/27/00,convention,16
10/27/00,china,0
10/27/00,clancy,0
10/27/00,voter,54
10/27/00,cardenas,0
10/27/00,fund,77
10/27/00,party,45
10/27/00,river,21
10/27/00,gore,5
10/27/00,doughnut,0
10/27/00,campaign,195
10/27/00,plan,175
10/27/00,tire,76
10/27/00,mccain,0
10/27/00,carbon,2
10/27/00,speech,32
10/27/00,pressman,0
10/27/00,bush,8
10/27/00,tax,89
10/27/00,cut,225
10/27/00,bill,213
10/27/00,delegate,2
10/27/00,knicks,0
10/27/00,lieberman,0
10/27/00,statue,1
10/27/00,teacher,18
10/27/00,mets,0
10/27/00,cheney,0
10/27/00,clinton,0
10/27/00,school,77
10/27/00,airline,14
10/27/00,oil,57
10/27/00,immigrant,17
10/27/00,drug,20
10/27/00,israel,0
10/27/00,euro,27
10/27/00,stock,70
10/27/00,deng,1
10/27/00,missile,1
10/27/00,lehrer,0
10/27/00,jones,0
10/27/00,company,185
10/27/00,walker,3
10/11/00,debate,114
10/11/00,defense,11
10/11/00,print,30
10/11/00,judge,14
10/11/00,planet,1
10/11/00,game,154
10/11/00,lazio,0
10/11/00,convention,17
10/11/00,china,7
10/11/00,clancy,0
10/11/00,voter,51
10/11/00,cardenas,0
10/11/00,fund,44
10/11/00,party,56
10/11/00,river,71
10/11/00,gore,0
10/11/00,doughnut,0
10/11/00,campaign,118
10/11/00,plan,173
10/11/00,tire,120
10/11/00,mccain,0
10/11/00,carbon,10
10/11/00,speech,16
10/11/00,pressman,0
10/11/00,bush,4
10/11/00,tax,52
10/11/00,cut,190
10/11/00,bill,132
10/11/00,delegate,0
10/11/00,knicks,0
10/11/00,lieberman,0
10/11/00,statue,0
10/11/00,teacher,12
10/11/00,mets,0
10/11/00,cheney,0
10/11/00,clinton,0
10/11/00,school,192
10/11/00,airline,12
10/11/00,oil,37
10/11/00,immigrant,16
10/11/00,drug,123
10/11/00,israel,0
10/11/00,euro,1
10/11/00,stock,53
10/11/00,deng,0
10/11/00,missile,5
10/11/00,lehrer,0
10/11/00,jones,0
10/11/00,company,216
10/11/00,walker,0
10/29/00,debate,50
10/29/00,defense,42
10/29/00,print,58
10/29/00,judge,38
10/29/00,planet,15
10/29/00,game,330
10/29/00,lazio,0
10/29/00,convention,25
10/29/00,china,4
10/29/00,clancy,0
10/29/00,voter,91
10/29/00,cardenas,0
10/29/00,fund,116
10/29/00,party,167
10/29/00,river,56
10/29/00,gore,4
10/29/00,doughnut,5
10/29/00,campaign,170
10/29/00,plan,401
10/29/00,tire,165
10/29/00,mccain,0
10/29/00,carbon,0
10/29/00,speech,31
10/29/00,pressman,0
10/29/00,bush,15
10/29/00,tax,173
10/29/00,cut,400
10/29/00,bill,149
10/29/00,delegate,7
10/29/00,knicks,0
10/29/00,lieberman,0
10/29/00,statue,34
10/29/00,teacher,66
10/29/00,mets,7
10/29/00,cheney,0
10/29/00,clinton,0
10/29/00,school,389
10/29/00,airline,38
10/29/00,oil,137
10/29/00,immigrant,33
10/29/00,drug,82
10/29/00,israel,5
10/29/00,euro,15
10/29/00,stock,111
10/29/00,deng,0
10/29/00,missile,8
10/29/00,lehrer,0
10/29/00,jones,0
10/29/00,company,299
10/29/00,walker,1
10/16/00,debate,35
10/16/00,defense,51
10/16/00,print,20
10/16/00,judge,15
10/16/00,planet,2
10/16/00,game,203
10/16/00,lazio,0
10/16/00,convention,2
10/16/00,china,1
10/16/00,clancy,0
10/16/00,voter,29
10/16/00,cardenas,0
10/16/00,fund,34
10/16/00,party,79
10/16/00,river,4
10/16/00,gore,1
10/16/00,doughnut,0
10/16/00,campaign,128
10/16/00,plan,103
10/16/00,tire,31
10/16/00,mccain,0
10/16/00,carbon,0
10/16/00,speech,17
10/16/00,pressman,0
10/16/00,bush,1
10/16/00,tax,51
10/16/00,cut,145
10/16/00,bill,72
10/16/00,delegate,4
10/16/00,knicks,0
10/16/00,lieberman,0
10/16/00,statue,2
10/16/00,teacher,43
10/16/00,mets,0
10/16/00,cheney,0
10/16/00,clinton,0
10/16/00,school,110
10/16/00,airline,0
10/16/00,oil,60
10/16/00,immigrant,10
10/16/00,drug,48
10/16/00,israel,0
10/16/00,euro,0
10/16/00,stock,31
10/16/00,deng,0
10/16/00,missile,7
10/16/00,lehrer,0
10/16/00,jones,0
10/16/00,company,112
10/16/00,walker,0
10/28/00,debate,35
10/28/00,defense,26
10/28/00,print,9
10/28/00,judge,11
10/28/00,planet,1
10/28/00,game,158
10/28/00,lazio,0
10/28/00,convention,5
10/28/00,china,0
10/28/00,clancy,0
10/28/00,voter,78
10/28/00,cardenas,0
10/28/00,fund,32
10/28/00,party,48
10/28/00,river,7
10/28/00,gore,0
10/28/00,doughnut,0
10/28/00,campaign,167
10/28/00,plan,125
10/28/00,tire,50
10/28/00,mccain,0
10/28/00,carbon,3
10/28/00,speech,30
10/28/00,pressman,0
10/28/00,bush,1
10/28/00,tax,86
10/28/00,cut,119
10/28/00,bill,115
10/28/00,delegate,1
10/28/00,knicks,0
10/28/00,lieberman,0
10/28/00,statue,29
10/28/00,teacher,60
10/28/00,mets,0
10/28/00,cheney,0
10/28/00,clinton,0
10/28/00,school,102
10/28/00,airline,0
10/28/00,oil,30
10/28/00,immigrant,9
10/28/00,drug,23
10/28/00,israel,0
10/28/00,euro,28
10/28/00,stock,24
10/28/00,deng,0
10/28/00,missile,1
10/28/00,lehrer,0
10/28/00,jones,0
10/28/00,company,107
10/28/00,walker,0
10/17/00,debate,117
10/17/00,defense,28
10/17/00,print,23
10/17/00,judge,49
10/17/00,planet,1
10/17/00,game,187
10/17/00,lazio,0
10/17/00,convention,10
10/17/00,china,0
10/17/00,clancy,0
10/17/00,voter,36
10/17/00,cardenas,0
10/17/00,fund,31
10/17/00,party,94
10/17/00,river,22
10/17/00,gore,0
10/17/00,doughnut,0
10/17/00,campaign,108
10/17/00,plan,154
10/17/00,tire,92
10/17/00,mccain,0
10/17/00,carbon,14
10/17/00,speech,19
10/17/00,pressman,0
10/17/00,bush,10
10/17/00,tax,70
10/17/00,cut,152
10/17/00,bill,69
10/17/00,delegate,2
10/17/00,knicks,0
10/17/00,lieberman,0
10/17/00,statue,1
10/17/00,teacher,32
10/17/00,mets,1
10/17/00,cheney,0
10/17/00,clinton,0
10/17/00,school,110
10/17/00,airline,28
10/17/00,oil,136
10/17/00,immigrant,14
10/17/00,drug,55
10/17/00,israel,0
10/17/00,euro,4
10/17/00,stock,55
10/17/00,deng,0
10/17/00,missile,7
10/17/00,lehrer,0
10/17/00,jones,0
10/17/00,company,144
10/17/00,walker,0
10/10/00,debate,73
10/10/00,defense,29
10/10/00,print,20
10/10/00,judge,11
10/10/00,planet,19
10/10/00,game,142
10/10/00,lazio,0
10/10/00,convention,7
10/10/00,china,0
10/10/00,clancy,0
10/10/00,voter,46
10/10/00,cardenas,0
10/10/00,fund,79
10/10/00,party,69
10/10/00,river,23
10/10/00,gore,0
10/10/00,doughnut,0
10/10/00,campaign,105
10/10/00,plan,145
10/10/00,tire,40
10/10/00,mccain,0
10/10/00,carbon,16
10/10/00,speech,10
10/10/00,pressman,0
10/10/00,bush,5
10/10/00,tax,13
10/10/00,cut,147
10/10/00,bill,62
10/10/00,delegate,1
10/10/00,knicks,0
10/10/00,lieberman,0
10/10/00,statue,0
10/10/00,teacher,23
10/10/00,mets,0
10/10/00,cheney,0
10/10/00,clinton,0
10/10/00,school,125
10/10/00,airline,6
10/10/00,oil,89
10/10/00,immigrant,7
10/10/00,drug,62
10/10/00,israel,0
10/10/00,euro,45
10/10/00,stock,38
10/10/00,deng,1
10/10/00,missile,2
10/10/00,lehrer,0
10/10/00,jones,0
10/10/00,company,160
10/10/00,walker,0
10/19/00,debate,203
10/19/00,defense,30
10/19/00,print,87
10/19/00,judge,21
10/19/00,planet,2
10/19/00,game,157
10/19/00,lazio,0
10/19/00,convention,5
10/19/00,china,1
10/19/00,clancy,0
10/19/00,voter,51
10/19/00,cardenas,0
10/19/00,fund,56
10/19/00,party,50
10/19/00,river,10
10/19/00,gore,0
10/19/00,doughnut,2
10/19/00,campaign,119
10/19/00,plan,208
10/19/00,tire,95
10/19/00,mccain,0
10/19/00,carbon,0
10/19/00,speech,16
10/19/00,pressman,0
10/19/00,bush,8
10/19/00,tax,146
10/19/00,cut,252
10/19/00,bill,199
10/19/00,delegate,0
10/19/00,knicks,0
10/19/00,lieberman,0
10/19/00,statue,2
10/19/00,teacher,59
10/19/00,mets,3
10/19/00,cheney,0
10/19/00,clinton,0
10/19/00,school,166
10/19/00,airline,20
10/19/00,oil,38
10/19/00,immigrant,24
10/19/00,drug,16
10/19/00,israel,0
10/19/00,euro,19
10/19/00,stock,116
10/19/00,deng,0
10/19/00,missile,3
10/19/00,lehrer,0
10/19/00,jones,0
10/19/00,company,190
10/19/00,walker,1
10/26/00,debate,34
10/26/00,defense,28
10/26/00,print,34
10/26/00,judge,42
10/26/00,planet,1
10/26/00,game,295
10/26/00,lazio,0
10/26/00,convention,24
10/26/00,china,2
10/26/00,clancy,0
10/26/00,voter,118
10/26/00,cardenas,0
10/26/00,fund,77
10/26/00,party,51
10/26/00,river,10
10/26/00,gore,0
10/26/00,doughnut,0
10/26/00,campaign,181
10/26/00,plan,221
10/26/00,tire,97
10/26/00,mccain,0
10/26/00,carbon,3
10/26/00,speech,14
10/26/00,pressman,0
10/26/00,bush,3
10/26/00,tax,138
10/26/00,cut,166
10/26/00,bill,144
10/26/00,delegate,3
10/26/00,knicks,0
10/26/00,lieberman,0
10/26/00,statue,0
10/26/00,teacher,33
10/26/00,mets,0
10/26/00,cheney,0
10/26/00,clinton,0
10/26/00,school,112
10/26/00,airline,15
10/26/00,oil,35
10/26/00,immigrant,7
10/26/00,drug,68
10/26/00,israel,0
10/26/00,euro,18
10/26/00,stock,92
10/26/00,deng,0
10/26/00,missile,9
10/26/00,lehrer,0
10/26/00,jones,0
10/26/00,company,228
10/26/00,walker,0
10/21/00,debate,60
10/21/00,defense,18
10/21/00,print,13
10/21/00,judge,19
10/21/00,planet,0
10/21/00,game,189
10/21/00,lazio,0
10/21/00,convention,18
10/21/00,china,0
10/21/00,clancy,0
10/21/00,voter,38
10/21/00,cardenas,0
10/21/00,fund,51
10/21/00,party,32
10/21/00,river,15
10/21/00,gore,0
10/21/00,doughnut,1
10/21/00,campaign,89
10/21/00,plan,138
10/21/00,tire,57
10/21/00,mccain,0
10/21/00,carbon,2
10/21/00,speech,16
10/21/00,pressman,0
10/21/00,bush,0
10/21/00,tax,50
10/21/00,cut,100
10/21/00,bill,68
10/21/00,delegate,0
10/21/00,knicks,0
10/21/00,lieberman,0
10/21/00,statue,0
10/21/00,teacher,9
10/21/00,mets,0
10/21/00,cheney,0
10/21/00,clinton,0
10/21/00,school,65
10/21/00,airline,27
10/21/00,oil,38
10/21/00,immigrant,4
10/21/00,drug,45
10/21/00,israel,0
10/21/00,euro,5
10/21/00,stock,21
10/21/00,deng,0
10/21/00,missile,2
10/21/00,lehrer,0
10/21/00,jones,0
10/21/00,company,83
10/21/00,walker,0
10/07/00,debate,131
10/07/00,defense,50
10/07/00,print,17
10/07/00,judge,57
10/07/00,planet,1
10/07/00,game,155
10/07/00,lazio,0
10/07/00,convention,8
10/07/00,china,0
10/07/00,clancy,0
10/07/00,voter,28
10/07/00,cardenas,0
10/07/00,fund,31
10/07/00,party,45
10/07/00,river,34
10/07/00,gore,2
10/07/00,doughnut,0
10/07/00,campaign,136
10/07/00,plan,106
10/07/00,tire,38
10/07/00,mccain,0
10/07/00,carbon,0
10/07/00,speech,17
10/07/00,pressman,5
10/07/00,bush,3
10/07/00,tax,41
10/07/00,cut,114
10/07/00,bill,101
10/07/00,delegate,0
10/07/00,knicks,0
10/07/00,lieberman,0
10/07/00,statue,0
10/07/00,teacher,9
10/07/00,mets,2
10/07/00,cheney,0
10/07/00,clinton,0
10/07/00,school,45
10/07/00,airline,0
10/07/00,oil,25
10/07/00,immigrant,8
10/07/00,drug,70
10/07/00,israel,0
10/07/00,euro,17
10/07/00,stock,32
10/07/00,deng,0
10/07/00,missile,3
10/07/00,lehrer,0
10/07/00,jones,0
10/07/00,company,66
10/07/00,walker,1
10/09/00,debate,83
10/09/00,defense,41
10/09/00,print,19
10/09/00,judge,12
10/09/00,planet,1
10/09/00,game,198
10/09/00,lazio,0
10/09/00,convention,8
10/09/00,china,0
10/09/00,clancy,0
10/09/00,voter,31
10/09/00,cardenas,0
10/09/00,fund,46
10/09/00,party,39
10/09/00,river,16
10/09/00,gore,0
10/09/00,doughnut,0
10/09/00,campaign,121
10/09/00,plan,155
10/09/00,tire,51
10/09/00,mccain,0
10/09/00,carbon,0
10/09/00,speech,15
10/09/00,pressman,0
10/09/00,bush,0
10/09/00,tax,152
10/09/00,cut,170
10/09/00,bill,163
10/09/00,delegate,3
10/09/00,knicks,0
10/09/00,lieberman,0
10/09/00,statue,8
10/09/00,teacher,20
10/09/00,mets,2
10/09/00,cheney,0
10/09/00,clinton,0
10/09/00,school,104
10/09/00,airline,8
10/09/00,oil,48
10/09/00,immigrant,28
10/09/00,drug,54
10/09/00,israel,0
10/09/00,euro,2
10/09/00,stock,28
10/09/00,deng,0
10/09/00,missile,0
10/09/00,lehrer,0
10/09/00,jones,0
10/09/00,company,122
10/09/00,walker,0
10/31/00,debate,17
10/31/00,defense,24
10/31/00,print,9
10/31/00,judge,32
10/31/00,planet,13
10/31/00,game,111
10/31/00,lazio,0
10/31/00,convention,4
10/31/00,china,2
10/31/00,clancy,0
10/31/00,voter,60
10/31/00,cardenas,0
10/31/00,fund,28
10/31/00,party,44
10/31/00,river,14
10/31/00,gore,0
10/31/00,doughnut,0
10/31/00,campaign,164
10/31/00,plan,204
10/31/00,tire,68
10/31/00,mccain,0
10/31/00,carbon,2
10/31/00,speech,17
10/31/00,pressman,0
10/31/00,bush,2
10/31/00,tax,36
10/31/00,cut,175
10/31/00,bill,175
10/31/00,delegate,0
